,index,reviewId,content,score,reviewCreatedVersion,at,Positive,Negative,Neutral,result
8805,8805,6ec8dff1-a285-40da-9e92-e46abe6f53b3,last update is glitchy as heck,1,6.0.2,3/29/2019 15:36,0.0,0.0,1.0,Neutral
8806,8806,4a20dc22-0cb5-4cee-abc1-3405b78fb5b2,always some kind of problem,1,6.0.2,3/29/2019 15:26,0.0,0.428,0.572,Negative
8807,8807,c38aed83-0dce-47e8-aed6-7a2f9c4f36d2,63set i,3,6.0.2,3/29/2019 12:03,0.0,0.0,1.0,Neutral
8808,8808,ef04bc14-8941-479f-9ee9-a0d56dbf8bdc,The promotional refund did not come as promised and now 1 week the wallet is empty,4,6.0.2,3/29/2019 9:38,0.0,0.231,0.769,Negative
8809,8809,ebed2828-a2d2-47a1-8327-2fda4c49d575,the worst customer service ever,1,6.0.2,3/28/2019 21:46,0.0,0.506,0.494,Negative
8810,8810,98e94dd6-c74c-4578-91b5-716156a621f2,"the worst delivery app you can use, they don't have both phone number to call or live chat for support only email which replayed automatically "" Dear Sender, this mailbox is no longer receiving emails Regards, Hungerstation"" also no legal information such as CR Number abd other legal entity proof of existence information! now I lost my order don't know the status of my money - no one to contact! how come? poorest app",1,6.0.2,3/28/2019 15:28,0.125,0.196,0.678,Negative
8811,8811,bb8e5d68-4482-4297-9761-ecb20ec15974,"After more than one hour of waiting, I called the driver which he replies that he got an accident, (no problem, accidents does happen) but what about my order, he said cancell your order and place a new order again, I called the main office, which he replied the same.. Really disappointed of the unprofessional treatment, and about making a new order, I just rather to order from talabat or carridge better than from hunger losers you are running",1,6.0.2,3/28/2019 15:17,0.042,0.237,0.721,Negative
8813,8813,60f97dc1-e1d2-40c7-a325-0c160875624b,"One of the worst applications, they steal your money and there isn't a way of contacting them. If they announce an offer, be sure that it's a scam.",1,6.0.2,3/27/2019 23:07,0.065,0.312,0.623,Negative
8814,8814,1f654925-00b9-4a7b-bd68-9165e738f51e,good service,1,6.0.2,3/27/2019 22:27,0.744,0.0,0.256,Positive
8818,8818,5cd9a002-36c2-4cd6-94bc-9dd70e1633ef,Lol,5,6.0.2,3/27/2019 6:21,1.0,0.0,0.0,Positive
8820,8820,64ae8732-dbd9-42a3-8192-b6828b0ac675,very good,5,,3/26/2019 18:02,0.762,0.0,0.238,Positive
8821,8821,c71a4156-3315-4722-8799-367dc8b726b4,There's no map tracking option of my delivery request. need this option in next updates,4,6.0.2,3/26/2019 13:32,0.0,0.136,0.864,Negative
8823,8823,9a971533-c723-466b-b4fc-cffe7ff3ad89,"Good delivery app , always available",5,6.0.2,3/25/2019 15:03,0.42,0.0,0.58,Positive
8827,8827,f1d87e00-9370-472a-b3a4-d95ff9486f27,good app,5,6.0.2,3/24/2019 23:02,0.744,0.0,0.256,Positive
8829,8829,1994effa-f908-42fd-b073-7b9e186356b1,KKK,1,,3/24/2019 15:51,0.0,0.0,1.0,Neutral
8831,8831,c7ef888b-38c8-4dd2-983e-b361f6b17fc5,sir.i.m.noor.mall.charleys.my.not.good.sirves,3,6.0.2,3/24/2019 12:21,0.0,0.0,1.0,Neutral
8834,8834,aa489def-8e94-41ff-af75-fd2891dd4798,"Ultimate disappointment. i made my first order and received an expired drink with food. made a complaint to hungerstation, then they ask to send picture in attachment of message, and when i reply there is no option for attachment. then they gave me email to send picture of expired can drink. i send email and even email delivery failed. i go back to reply message , that also give me some error ""422"". hungerstation not for me anymore!",1,6.0.2,3/23/2019 17:39,0.053,0.168,0.779,Negative
8836,8836,78b4f274-20e3-4e6e-8d5e-205efd4d403d,for Bahrain service is very good,5,6.0.2,3/22/2019 23:54,0.39,0.0,0.61,Positive
8837,8837,6f7106d6-4f5e-4470-834d-755e0ce18806,Awesome,5,5.3.8,3/22/2019 20:16,1.0,0.0,0.0,Positive
8840,8840,5b6f3f5b-02ec-42cf-b7ea-d151130355f1,Wallahi very good application,5,6.0.2,3/21/2019 19:15,0.516,0.0,0.484,Positive
8846,8846,8f7cb1ea-c08f-4d70-ab7c-5091fa645485,excellent,5,6.0.2,3/18/2019 21:42,1.0,0.0,0.0,Positive
8847,8847,53485a71-8304-4594-abd3-742467d679cd,S H I T T Y,1,6.0.2,3/18/2019 21:37,0.0,0.0,0.0,Neutral
8848,8848,faa98ce3-2652-48e5-9bcb-22eb6c91a091,Plzz don't waste your time and money here. Worst app,1,,3/18/2019 20:34,0.162,0.284,0.554,Negative
8849,8849,f1cd0663-15b3-4807-a393-e7d57da747d5,It is very nice,5,6.0.2,3/18/2019 17:49,0.508,0.0,0.492,Positive
8850,8850,f4750449-cfaf-4d16-97f8-ecc5ac19f82c,"awful app. I ordered 3 times in 3 different days, and all of them were cancelled for various reasons.",1,,3/18/2019 15:37,0.0,0.263,0.737,Negative
8851,8851,981e4d50-2e90-4ef0-b25d-dc84e97c2ce5,good,5,6.0.2,3/18/2019 9:54,1.0,0.0,0.0,Positive
8852,8852,94376b0f-dee4-4728-8eed-9b439c47223a,Good,5,6.0.2,3/18/2019 0:14,1.0,0.0,0.0,Positive
8854,8854,eabfd953-c71a-4e60-8d4c-ee27efdce88c,bad,1,,3/16/2019 21:43,0.0,1.0,0.0,Negative
8856,8856,b5f056c3-2787-4b7e-97ad-2b01cc3c577a,terrible the order is either wrong or they're very late. never recieved a correct order on time.,1,,3/16/2019 19:54,0.0,0.307,0.693,Negative
8857,8857,347676bd-d40a-482b-a2ee-fadc3a0d0d7c,very bad app really in everything,1,,3/16/2019 17:54,0.0,0.431,0.569,Negative
8858,8858,2d83ab95-0a1a-48da-aae6-c5ebab27d52a,it's good .. still didn't use it .. added it after bahrain comic con,5,6.0.2,3/16/2019 16:53,0.182,0.0,0.818,Positive
8859,8859,9c0a5a6e-510a-45a8-a737-989252f94202,great,5,6.0.2,3/15/2019 22:04,1.0,0.0,0.0,Positive
8860,8860,d52811de-2d4c-419c-bcfc-abe0ac0015bc,Takes a while to get your orders placed at the restaurant,2,6.0.2,3/15/2019 13:18,0.0,0.0,1.0,Neutral
8861,8861,4dd4fed8-45e1-4e89-9aef-6e884829758d,it have many ads but the app is so good,4,6.0.2,3/15/2019 12:51,0.362,0.0,0.638,Positive
8863,8863,3585958b-1c4b-4e59-add4-c227018c08fa,"horrible , this app caters to only arabic speakers. Delivery drivers do not speak english whatsoever which is a MAJOR issue in communcation. If you only speak English then i commend you not to use this app",1,6.0.2,3/15/2019 10:49,0.076,0.091,0.833,Negative
8866,8866,db3a1fc1-50fd-4f9e-8ab8-f760471cbff1,delivery time is not optimal,1,6.0.2,3/14/2019 13:14,0.0,0.345,0.655,Negative
8869,8869,fb80a2c7-2a04-4ed8-9ef6-fc3600e78565,Best app for food,5,6.0.2,3/13/2019 16:27,0.583,0.0,0.417,Positive
8871,8871,b81eb7ce-593c-4b71-a097-5009cdb915ba,soooooooo bad,1,,3/13/2019 2:24,0.0,0.778,0.222,Negative
8873,8873,9462d571-c5b6-485f-a983-1332325e6f4a,amazing food delivery app. highly recommended,5,6.0.2,3/12/2019 19:16,0.596,0.0,0.404,Positive
8874,8874,25dcbecc-0c4c-454f-935d-4f04b0c5c596,Fast delivery,5,6.0.2,3/12/2019 3:34,0.0,0.0,1.0,Neutral
8876,8876,4033b61b-4384-4df2-a66f-4bf55fd7b1ba,its thr best,5,,3/11/2019 21:14,0.677,0.0,0.323,Positive
8877,8877,1df6a4a6-08ef-474d-a93c-174bb0d7ae81,Horrible!!! No customer care service to call when there's an issue!! Which is more often than not. And the order can be canceled after 1 hour of waiting even aftet being accepted and submitted and been paid for.,1,6.0.2,3/11/2019 20:21,0.117,0.152,0.731,Negative
8878,8878,b5180b1e-22e1-4bf5-b36a-a61ec3583edb,"nice app but let me tell you one thing never ever order from canton , tako hut , roma way , cinnabon because that company make people fools by food because they don't have a appropriate food quality even they are devil they don't respect their staff they aren't getting salary since 2 years just getting 300 SAR for fooding and its against the Saudi Arabia law kindly raise your voice for the poor people . thanks.",1,,3/11/2019 19:42,0.109,0.195,0.696,Negative
8879,8879,4ff15a76-49ce-406f-808a-7b304ed29d2e,Very bad service,1,6.0.2,3/11/2019 13:44,0.0,0.655,0.345,Negative
8881,8881,d453efd3-7c18-4cf2-8b18-8aa260b98701,terrible service they are the worst company u can deal with them what a shame,1,,3/10/2019 18:55,0.0,0.507,0.493,Negative
8883,8883,1372c6b0-d8d6-4a92-bf2f-19902b2016f0,good,3,,3/10/2019 12:36,1.0,0.0,0.0,Positive
8885,8885,346be5db-64c8-4505-a492-2d79aa30853d,excellent service and nice food,5,6.0.2,3/8/2019 22:00,0.684,0.0,0.316,Positive
8886,8886,66329c72-33e8-4482-8dbc-64469f0f081c,good service,5,6.0.2,3/8/2019 20:42,0.744,0.0,0.256,Positive
8887,8887,b5477dc4-acbc-4770-960e-d17430ecb65f,"I need this app and that's why I use it, but man the location is almost always wrong. The food arrives cold, if it ever does. Refunds take forever. The drivers are rude sometimes, etc. With such a big company supporting them, how come they still haven't improved their tech and customer service?",2,,3/8/2019 13:20,0.063,0.182,0.755,Negative
8890,8890,734b0420-1db5-49d5-87f3-bedac04ab009,Very good service,5,6.0.2,3/6/2019 21:59,0.615,0.0,0.385,Positive
8892,8892,81d2916f-ddfa-4e29-a2f1-23ba7762b723,wrong order and unprofessional since everyone keeps telling me I'm not responsible,1,,3/6/2019 14:54,0.0,0.482,0.518,Negative
8896,8896,b242cb48-eec8-4098-a0bb-d8c9101f028a,Very good,5,6.0.2,3/4/2019 18:25,0.762,0.0,0.238,Positive
8897,8897,7e7ec20a-8605-44e0-9ec2-c54ac97217b8,good in KSA still need to improve in Bahrain.. I like the app and used it many times in saudi and pay via credit card.. it is perfect.. why I don't give 5 stars. because until now you have to go to street to meet the driver.. don't expect they will be at your door .. no matter how much information of the address you put,4,6.0.2,3/4/2019 18:22,0.168,0.05,0.782,Positive
8902,8902,23fcf302-df61-4601-94a8-021da522f318,"Terrible service. Many orders take up to hours with no communication whatsoever. Communication is one-way only, the order tickets never worked and the live chat is not useful at all. Do yourself a favour and choose from other much better delivery services out there (Lugmety, Carriage, etc.) because you'll regret ever downloading this app after using it for a while.",1,6.0.2,3/3/2019 21:39,0.085,0.154,0.761,Negative
8903,8903,55ca9a84-6bbe-4ab5-b963-6d29f0db3f3a,good,5,6.0.2,3/2/2019 15:32,1.0,0.0,0.0,Positive
8905,8905,0b89d657-beed-4ba6-bc05-6322e0c437a5,Very good apps,5,6.0.2,3/2/2019 0:59,0.615,0.0,0.385,Positive
8906,8906,c6fbe342-9311-4f08-b677-48545fdb601e,gooooood,5,,3/2/2019 0:25,0.0,0.0,1.0,Neutral
8909,8909,aaa8cbfd-deff-41f8-81d4-144793492054,bad app they have failed to deliver my order. the order was canceled without a reason! I don't recommend using the app at all,1,5.3.8,3/1/2019 22:02,0.065,0.254,0.681,Negative
8913,8913,9389c238-ad05-4f3e-8b15-c29509c21cd5,"Bad app, they reject my orders 5 times",1,6.0.2,3/1/2019 0:09,0.0,0.554,0.446,Negative
8914,8914,d2adafd4-dab5-4d55-bd49-dfe4ab168451,I've tried to order 6 times and my order wasn't accepted. I've ordered many times before but this time even after 6 tries my order wasn't accepted fix it please,2,6.0.2,2/28/2019 23:18,0.093,0.115,0.792,Negative
8916,8916,c00900db-d650-4bef-be2f-dc79c710ec23,this thing sucks it says account is wrong i think it doesn't have a brain,1,,2/28/2019 22:09,0.0,0.337,0.663,Negative
8917,8917,7776f493-8f7e-4989-97ce-00c2ba4e5a00,Always cancel order,1,6.0.2,2/28/2019 21:41,0.0,0.5,0.5,Negative
8919,8919,facbaa00-f60c-4b94-80cb-ff65b1e5c891,I can't use my wallet,1,6.0.2,2/27/2019 4:05,0.0,0.0,1.0,Neutral
8920,8920,fb993514-44e8-4bb6-979f-883818c2722a,I hated this app even without using it due to the exaggerated number of the very bad ads they do on youtube .. I really can't stand hearing about it any more .. every couple of videos on youtube there is one poping up to me .. I haven't had this feeling about any app or ad in my life,1,,2/26/2019 22:43,0.045,0.146,0.808,Negative
8922,8922,ded9acf0-5fa0-4a69-b16c-eb7db8b49bd2,Great and fast service. Plus they pay for any mistakes made on orders. I really trust them to give me what I want and fast.,5,6.0.2,2/26/2019 16:52,0.291,0.126,0.583,Positive
8923,8923,7f378cb0-6c1d-46a5-9802-47d9160bdef5,I've had a really bad experience after making payment through card as firstly they cancelled the order themselves after the payment and now it's been two months and no refund has been made yet. Extremely poor service. Never recommending it to anyone.,1,6.0.2,2/26/2019 15:23,0.0,0.235,0.765,Negative
8925,8925,9e75a1d8-a6c4-495e-886a-46bcb39fe021,Good,5,6.0.2,2/26/2019 11:51,1.0,0.0,0.0,Positive
8926,8926,ded6f11c-1350-40da-ab62-1931e5606aaf,good jop,5,6.0.2,2/25/2019 22:24,0.744,0.0,0.256,Positive
8928,8928,6cc3b4b0-7030-44ea-9309-8840dcea559d,"Very bad app, very slow and un organized. Stop wasting money on advertising and fix the app",2,6.0.2,2/25/2019 13:26,0.0,0.383,0.617,Negative
8929,8929,c1592b95-4007-475e-9d36-0813d9c20f26,Friendly,5,,2/25/2019 13:00,1.0,0.0,0.0,Positive
8930,8930,9ee4af52-7059-472f-90dd-9225d3c33020,wow,5,,2/25/2019 9:18,1.0,0.0,0.0,Positive
8932,8932,c6d99129-b344-4a06-bdf5-54b103b813f4,i love Hungerstatoion,5,,2/24/2019 18:41,0.808,0.0,0.192,Positive
8933,8933,62175b10-6012-4ebb-91d0-878beeb83563,good,4,6.0.2,2/24/2019 14:25,1.0,0.0,0.0,Positive
8935,8935,cd4b67ed-8978-4da6-961a-ed4bd351ef69,good,5,,2/24/2019 1:12,1.0,0.0,0.0,Positive
8938,8938,a33a4cae-2aa7-45d8-8aaf-69b24ffe8020,excellent,5,6.0.2,2/23/2019 1:06,1.0,0.0,0.0,Positive
8942,8942,27fd3d9e-2754-4e5d-a1ae-a68886cd23c4,Restaurants usually call to confirm the order and ask for the location though these two info are clearly mentioned in every order I put,1,6.0.0,2/22/2019 14:35,0.109,0.0,0.891,Positive
8943,8943,c98d3ca2-e0e9-4226-8970-19579a496ec9,"always getting error, something went wrong with address",1,6.0.2,2/22/2019 14:00,0.0,0.492,0.508,Negative
8944,8944,ac4de8be-fa16-4d49-866b-31ea447ddb69,nice,5,,2/22/2019 2:41,1.0,0.0,0.0,Positive
8948,8948,02d2b145-de0a-4012-b688-9a8829a525df,very good app,5,6.0.2,2/20/2019 22:33,0.615,0.0,0.385,Positive
8949,8949,df1eece6-d4dd-4af7-8be0-971ce8caab7a,Great app well done developers,5,6.0.2,2/20/2019 18:57,0.674,0.0,0.326,Positive
8950,8950,3caa4fd6-c513-4b41-9faf-ef2485172f90,"a very bad experience, they need to work on their time commitments.",1,6.0.2,2/20/2019 17:05,0.105,0.265,0.63,Negative
8952,8952,bb21e2a3-a9d2-46c6-8ec5-f74faf993c7a,"IOS version is advanced more than Android version, the app Carriage are doing a better job lately",1,5.3.3,2/20/2019 10:07,0.259,0.0,0.741,Positive
8955,8955,8149d26d-7a13-47b9-ae39-ff9c4fb2e698,bad,1,,2/19/2019 11:51,0.0,1.0,0.0,Negative
8956,8956,6e839a5a-35b0-461c-82c1-3927633e9727,great app.,5,6.0.2,2/18/2019 18:38,0.804,0.0,0.196,Positive
8957,8957,cfcf51d2-1495-4282-baae-1ecb22a7ec63,Very bad app it's taken to much time to get the food,1,6.0.2,2/18/2019 16:32,0.0,0.256,0.744,Negative
8958,8958,70d1d18d-1ca9-47ba-b3a7-a9ad5e1acb70,good services,5,,2/18/2019 15:05,0.744,0.0,0.256,Positive
8959,8959,0deda318-565f-43ff-9f6b-960b2be3960f,sex,5,6.0.2,2/18/2019 9:58,0.0,0.0,1.0,Neutral
8960,8960,752f618e-0fd1-4712-9be0-e6e3978f76f1,Ladies be careful when ordering especially at night. Some drivers use this app to lure female customers and do something bad at them. I have a friend who was victim of harassment from this app.,1,6.0.2,2/18/2019 7:23,0.115,0.217,0.668,Negative
8962,8962,83d00d9e-eeda-4896-b581-b26e219d3955,nice cool app fast service most of restaurants,5,6.0.2,2/17/2019 20:58,0.459,0.0,0.541,Positive
8967,8967,3e95611a-acb1-4218-8b39-a23819335bf0,I didn't get my refund,3,6.0.2,2/16/2019 15:30,0.0,0.0,1.0,Neutral
8968,8968,4a0af4e5-6bb4-47f7-aacf-14bc48aae96a,bad delivery,1,6.0.2,2/16/2019 0:18,0.0,0.778,0.222,Negative
8969,8969,3c35db74-0d67-40ad-ad56-10f08f41cb60,this cancels my order,1,6.0.2,2/15/2019 22:30,0.0,0.388,0.612,Negative
8971,8971,01ee32c8-5fa2-4094-991a-feaea1073ac5,Excellently,5,,2/15/2019 10:01,1.0,0.0,0.0,Positive
8972,8972,01d0b2be-7ee6-484a-98d6-34fb6c55553a,A1,5,6.0.2,2/15/2019 7:52,0.0,0.0,1.0,Neutral
8974,8974,f977a6f7-009a-488d-b9b3-58315ee49657,There is no captains,1,6.0.2,2/14/2019 23:44,0.0,0.423,0.577,Negative
8976,8976,559c2d02-b349-4bec-bcd0-7724e9bdc6ba,"The driver arrive with my food, the car was extremely dirty, three guys in the car the one in the back was laying down and holding my food. I felt very disgusted to eat it. I will never use this app again.",1,6.0.2,2/14/2019 23:33,0.0,0.153,0.847,Negative
8977,8977,d19bd43a-9108-4a5f-a2d4-8cd354cf77ed,always pugs and reopening issues xx,1,6.0.2,2/14/2019 22:53,0.0,0.0,1.0,Neutral
8979,8979,cc47e7f7-fae0-4d5d-9ada-91a70738d6ec,I ordered two times and I deleted the app for two reasons: 1- the driver said he did not have change and bagged for tips. 2- it happened again yet the driver was so pushy for the tips. It felt weird to eat after those reasons. I could not feel comfortable.,1,6.0.2,2/14/2019 21:28,0.0,0.137,0.863,Negative
8980,8980,7664d68f-3caa-4f42-9bc0-576669bd4cdd,Very annoying app. If u leave by mistake they dont save ur order. U can only pay cash. Just Ordered something and the tracking just disappeared. First and last time. U would think with the million ads on youtube that this will be somethimg good but typical all talk no action. Oh and u keep on getting ads to use hunger station while u r using hungerstation!,1,6.0.2,2/14/2019 20:46,0.028,0.216,0.756,Negative
8989,8989,6c2d7419-7769-41af-accf-62dbce5d22fd,So bad they only care about making money,1,,2/12/2019 3:02,0.246,0.292,0.462,Negative
8992,8992,92435d58-4457-42da-abbb-e9f9342c5247,The worst app ever.,1,,2/11/2019 3:04,0.0,0.577,0.423,Negative
8994,8994,e2edc673-d59b-4629-a3a4-25d11153d888,very very good expirened I love hunger station it's very fast and cheaper than other's,5,,2/9/2019 9:46,0.379,0.096,0.525,Positive
8998,8998,9f7345d0-da12-4b0a-8ce8-40d54e736b32,Good,5,6.0.2,2/8/2019 3:32,1.0,0.0,0.0,Positive
8999,8999,95594b56-61d1-41ff-a7b5-4d9e112e20d8,customer service center not work in thursday night.,1,6.0.2,2/8/2019 1:44,0.0,0.0,1.0,Neutral
9000,9000,5086de5e-29c0-4775-9d2d-b353b8852b99,bad,1,,2/8/2019 1:14,0.0,1.0,0.0,Negative
9002,9002,a1ffdadd-0f9a-490c-be11-cb4650537fc4,no support they steal ur money broo!! wtff,1,,2/7/2019 23:31,0.197,0.437,0.365,Negative
9004,9004,3f478c71-c298-4f96-b2b6-0aaae45447d2,stole my money,1,,2/7/2019 21:42,0.0,0.0,1.0,Neutral
9005,9005,6e4c01fc-7c7a-4e51-901c-e2a17d359bb1,good,5,6.0.1,2/7/2019 20:39,1.0,0.0,0.0,Positive
9006,9006,9f2fc389-0bd3-42c7-bbb2-1f00b4306273,good service,5,6.0.2,2/6/2019 23:28,0.744,0.0,0.256,Positive
9007,9007,9ddbb0b8-a1e9-48a6-aa4d-e5613d732a5e,All my last orders cancelled while they deducted the amount from my credit card; a new way to steal?,1,Hunger Ice Pulp + F,2/6/2019 17:07,0.114,0.228,0.658,Negative
9008,9008,2d542019-c04b-47d3-99d9-0533a25fefa1,Careless support,1,6.0.2,2/5/2019 20:17,0.519,0.481,0.0,Positive
9009,9009,c2d2953b-0e6a-401e-a6b5-42d7b0449271,"This app's marketing campaign drives me nuts. Im tired of seeing it everywhere especially on Youtube. Im so frustrated that i actually downloaded it so i can write this review. This could have been an opportunity for the company that made this, but at as it is clear their excessive advertising makes people hate it.",1,6.0.2,2/5/2019 18:44,0.083,0.178,0.739,Negative
9010,9010,23795f40-8ca5-479b-bc21-80a44a500512,bastard very disgusting adds stay away from me please,1,6.0.2,2/5/2019 12:17,0.148,0.464,0.387,Negative
9011,9011,2add920b-3848-4e4f-9bef-c68f85c134b0,good,5,6.0.2,2/4/2019 17:58,1.0,0.0,0.0,Positive
9013,9013,7722b3f8-fd54-415d-b38d-f9c65cd6530b,superb app...very helpful,5,6.0.2,2/4/2019 0:13,0.873,0.0,0.127,Positive
9015,9015,22bfb1b7-37a9-4e94-80b7-63c14f56eeb2,its a scam! support does not react....no option to cancel order when order exceeds delivery time. Do not pay online with creditcard because they will steal your money and not deliver the food. After refund and placing a new order ...wrong order delivered...this company is completely mismanaged. stay away! Suppot refuses to answer or reimburse,1,6.0.2,2/2/2019 17:35,0.065,0.154,0.781,Negative
9016,9016,1404ed7c-0e46-4ea4-9d80-48929fa243ff,"really bad and when you contact support they respond to u like a robot.. terrible experience,, i just deleted the App and using other app now..",1,6.0.2,2/2/2019 16:51,0.167,0.222,0.611,Negative
9018,9018,cec5e9fa-601d-48e0-b167-1c8410337626,Don't download this app it's terrible 1:not free shoping 2:dasent have most of the restaurant,1,6.0.2,2/1/2019 20:18,0.17,0.16,0.67,Positive
9020,9020,e4e2e719-0675-481a-bcce-7c68aa1e6f12,This is the worst application ever don't install it,1,,2/1/2019 16:37,0.0,0.339,0.661,Negative
9021,9021,c1a6ee40-8d2f-4dfd-936b-e5ef6085b3d8,no customer service is available when you need Them! i asked for help as i had to deal with a bad mannered unqualified delivery man and no one replied to me. they remembered to call after 2 hours!!! uninstalled the app.,2,6.0.1,2/1/2019 7:47,0.06,0.203,0.737,Negative
9022,9022,b978c50e-44ea-4e14-b964-9e0d210fe720,best app ever,5,6.0.2,1/30/2019 18:24,0.677,0.0,0.323,Positive
9025,9025,cdeb0fbb-4780-46f0-8557-74d8eaee66b3,good food gets late tho but still 5/5,5,,1/29/2019 15:12,0.218,0.0,0.782,Positive
9027,9027,f3c277f3-fba2-4f7a-95cd-f1f3304640c2,The prices of some food are actually more expensive than the restaurans'.,2,5.9.4,1/29/2019 10:15,0.0,0.0,1.0,Neutral
9028,9028,ab9cc751-6a71-4270-8d5d-0715425d4e37,I like you HungerStatiin,5,6.0.2,1/29/2019 2:00,0.556,0.0,0.444,Positive
9030,9030,2d7cee2f-b014-4cac-89ee-bcae4bb1c6d9,"The continuous offers and coupons in this app are just great. In the other hand, sometimes, delivery takes a very long time.",4,6.0.2,1/28/2019 12:02,0.278,0.0,0.722,Positive
9031,9031,23fbe760-0f01-45a7-a8d9-25ca996cd2ab,very bad,1,6.0.2,1/28/2019 0:11,0.0,0.791,0.209,Negative
9032,9032,52797684-fa0d-48b9-bb89-3475a23e44ae,"One of the worst applications. Instead of spending thousands of money on your YouTube ads and on Fliperachy you could have put more time and money in developing the app. Where hell is your order confirmation? When i placed an order it said the order not processed and a ticket was raised. However i see no tickets raised and i dont have a bloody order confirmation. So, now do i wait expecting my order to arrive or go looking for other option?? Uninstalling the app right away!!",1,6.0.2,1/26/2019 16:40,0.026,0.132,0.842,Negative
9033,9033,a5d629f2-220b-49c2-9811-cd66dafe42fb,i changed my home address 6 months ago and updated the hell of it in the application. Till nowwww all drivers go to my old address!!! what should i do or who should i contact to convince you that i changed my house?? ya habibi wallllaaaa i changed my house? you have the highest delivery charge in ksa and i get my food cold. app deleted today!!!,1,6.0.2,1/26/2019 15:47,0.03,0.095,0.875,Negative
9034,9034,0875d214-793a-4eea-9aa6-28250f5aace1,this app is totally yousles like every time i gow on YouTube and i pick a video or a game its anoing its ses hunger station and they keep going till i throw my ipad,1,,1/26/2019 15:43,0.085,0.061,0.854,Positive
9035,9035,8e345212-439e-4f18-b8c3-10b8d548f293,"The app is extremely hard to navigate, doesn't confirm your order with you, and then makes it impossible to cancel your order. Overall terrible experience.",1,6.0.2,1/25/2019 18:27,0.0,0.236,0.764,Negative
9041,9041,25317b0f-7a46-484d-8452-8bda3e12f865,Driver of hunger station have 3 apps used to took an order ... they make a got 2 or 3 orders then the order will be late too muxhhhh .... and the driver cancel the order althought they already get the food ..,1,,1/22/2019 5:35,0.0,0.098,0.902,Negative
9042,9042,fcc72b8e-4ffa-49ff-9292-03e9c756143e,Very good,5,,1/22/2019 0:06,0.762,0.0,0.238,Positive
9044,9044,a715ed95-09e5-45d1-a6cb-40730a1634d7,"Best delivery app in KSA, customer service afe gery helpful and are always available and the food never takes too long. This is the best I've tried, carriage is worst.",5,6.0.1,1/20/2019 21:01,0.271,0.099,0.63,Positive
9045,9045,73b335e7-35ff-4e13-b2d8-81d0db4efdfc,good,5,6.0.1,1/20/2019 15:22,1.0,0.0,0.0,Positive
9046,9046,74d08caa-5b52-4f57-840d-06d69ce4191b,You steal customers' money. When a restuarant missed the order nothing happened. You don't have live chat with customers to make sure that we get our food as we want.,1,5.3.4,1/19/2019 20:31,0.106,0.159,0.735,Negative
9048,9048,33ca5757-e5aa-4930-acb0-01417c10ab7e,great app,5,6.0.1,1/18/2019 15:20,0.804,0.0,0.196,Positive
9049,9049,072b0ffe-3e27-4a49-8aac-b6fde0e3e54a,Worst food delivery app.,1,,1/18/2019 13:21,0.0,0.577,0.423,Negative
9050,9050,dba4fd07-64e4-46ff-b049-d44e047cc879,buggy and customer service doesn't even care or willing to answer my feedback.,1,,1/17/2019 15:38,0.0,0.18,0.82,Negative
9051,9051,a786b0da-81a1-4490-a304-788773091cad,bad customer service. Never on time,2,,1/16/2019 2:14,0.0,0.412,0.588,Negative
9052,9052,76dd78b5-9e45-403d-ab6b-017cf46e0d33,"you can not choose method of payment, you can not deduct from ur wallet, ur conversation appears as a notification not within the application ... very primitive",1,6.0.1,1/14/2019 13:49,0.0,0.0,1.0,Neutral
9053,9053,9efeab0a-082c-4e6d-a022-3e54756876bf,unfortunately although the idea is good and the support was promot. my order got canceled after waiting about 30 minutes for it with no explanation. I think restaurants are not held accountable for which orders they fulfill and which they cancel AFTER they accept them,1,6.0.1,1/14/2019 2:06,0.203,0.121,0.676,Positive
9054,9054,0e3b93f9-f4dc-4555-862e-cc68ada74bcd,1 star just for those stupid ads. Whoever thought of them needs to be hung from their toes,1,,1/13/2019 12:55,0.0,0.175,0.825,Negative
9055,9055,fff0e119-9f78-4f64-b950-6461dca236de,very very bad service they Take more than 2 hrs after receiving orders hopeless please don't choose.this app i highly unprofessional people,1,6.0.1,1/13/2019 5:25,0.079,0.368,0.552,Negative
9060,9060,b8067965-7a08-46c1-a8df-bb6df72abc2d,4 star coz they don't have a good way to cancel an order,4,6.0.1,1/9/2019 23:39,0.0,0.329,0.671,Negative
9061,9061,88090486-fc2e-4ac7-aced-747347f6fe27,"what a shittty app, can't cancel order, and no customer service support, EXPENSIVE DELIVERY FEE!! GO to UBER UBER UBER UBER UBER UBER",1,,1/9/2019 19:18,0.192,0.084,0.725,Positive
9062,9062,560f5e2b-af11-4597-a935-b8b2cd8de5b9,Good I would recommend it,4,6.0.1,1/9/2019 19:15,0.73,0.0,0.27,Positive
9063,9063,99d8279b-7be2-4a80-b569-c57ef5a7d496,"Probably one of the worst apps for food delivery. There is always a 50% chance you will never get your food and the customer service is not prompt nor incredibly helpful. Their delivery method is not organized, especially when you have to add every driver to your WhatsApp to send them a location. One of their drivers took 39 riyals extra from me for no reason and the only reimbursement I've received was 12 riyals of their useless in-app currency. Please overhaul your company.",1,6.0.1,1/9/2019 3:18,0.047,0.127,0.827,Negative
